Id,SalePrice
1614,130819.19
1615,86326.125
1616,85115.85
1617,80466.72
1618,133078.02
1619,150963.33
1620,135706.5
1621,143525.16
1622,153150.1
1623,280468.06
1624,194571.97
1625,138165.08
1626,168172.62
1627,191538.03
1628,265624.4
1629,186252.4
1630,375067.7
1631,239034.52
1632,239066.88
1633,164714.44
1634,181078.97
1635,170694.27
1636,140851.19
1637,191533.31
1638,214850.05
1639,182615.5
1640,304078.44
1641,177796.53
1642,225240.39
1643,250229.28
1644,225913.31
1645,213376.19
1646,167233.67
1647,150210.95
1648,135630.81
1649,141760.14
1650,119548.195
1651,119860.2
1652,92035.33
1653,84194.516
1654,167130.98
1655,170532.39
1656,146640.67
1657,151413.05
1658,153370.52
1659,137470.08
1660,158386.06
1661,463745.2
1662,418463.7
1663,391762.6
1664,239169.73
1665,280645.22
1666,347350.97
1667,340368.9
1668,323453.78
1669,270792.38
1670,341141.03
1671,271197.6
1672,494707.5
1673,297824.44
1674,245676.0
1675,180801.14
1676,198282.27
1677,214521.45
1678,460768.6
1679,418472.47
1680,333166.7
1681,257979.69
1682,317438.78
1683,168212.42
1684,170866.75
1685,171180.89
1686,160379.66
1687,152233.14
1688,191865.67
1689,189334.02
1690,199769.19
1691,174760.02
1692,265782.53
1693,160059.69
1694,180623.66
1695,163280.11
1696,296805.97
1697,165223.56
1698,388261.5
1699,320463.5
1700,240395.42
1701,295794.06
1702,252759.84
1703,246993.0
1704,322164.16
1705,235382.25
1706,415851.16
1707,214609.42
1708,219589.0
1709,291443.78
1710,213530.89
1711,256532.94
1712,286185.62
1713,294978.25
1714,197525.05
1715,206601.94
1716,192822.27
1717,182413.58
1718,131373.17
1719,204875.12
1720,271301.06
1721,176804.67
1722,151109.97
1723,155788.1
1724,216374.53
1725,233422.23
1726,182187.75
1727,171890.36
1728,189925.36
1729,151402.66
1730,162120.44
1731,123186.72
1732,134195.33
1733,126919.63
1734,125756.234
1735,132434.73
1736,120049.64
1737,390681.0
1738,226587.8
1739,254638.31
1740,199349.33
1741,208344.69
1742,163392.58
1743,183934.05
1744,311095.66
1745,221858.34
1746,186412.34
1747,243522.03
1748,219008.4
1749,159193.66
1750,128136.69
1751,238705.31
1752,116566.234
1753,142249.58
1754,210250.89
1755,164252.64
1756,120692.25
1757,120886.695
1758,134188.03
1759,154901.6
1760,154518.28
1761,139034.56
1762,172236.44
1763,172001.39
1764,102561.37
1765,104298.24
1766,177073.14
1767,190376.9
1768,146299.16
1769,190804.6
1770,127117.445
1771,133104.92
1772,116970.69
1773,146121.64
1774,139454.19
1775,140215.11
1776,124289.945
1777,112047.43
1778,142820.36
1779,115652.38
1780,180866.33
1781,134551.7
1782,92832.04
1783,114461.52
1784,100747.086
1785,128808.586
1786,144223.83
1787,161543.52
1788,64495.414
1789,104568.94
1790,94106.984
1791,179001.58
1792,158786.84
1793,138035.75
1794,139944.08
1795,137883.52
1796,128728.03
1797,125023.21
1798,131082.31
1799,90764.13
1800,125863.266
1801,134826.06
1802,142628.02
1803,140399.77
1804,143370.31
1805,135457.47
1806,117689.62
1807,114092.18
1808,124469.055
1809,124410.445
1810,139250.06
1811,95216.375
1812,117592.234
1813,122264.67
1814,98258.445
1815,62740.92
1816,94816.41
1817,113797.7
1818,132056.75
1819,119862.13
1820,60457.508
1821,120200.17
1822,150685.3
1823,56764.41
1824,126971.086
1825,140887.6
1826,104647.85
1827,106842.71
1828,132413.39
1829,106036.836
1830,136416.94
1831,160202.8
1832,122243.58
1833,132312.78
1834,124218.98
1835,130897.68
1836,143895.75
1837,96274.66
1838,114765.27
1839,89248.55
1840,178388.78
1841,151516.47
1842,87831.7
1843,148053.75
1844,152380.42
1845,147796.86
1846,167854.27
1847,152162.16
1848,57474.9
1849,109044.99
1850,122776.46
1851,154900.56
1852,136174.5
1853,134935.8
1854,162984.97
1855,133437.92
1856,217753.22
1857,164790.48
1858,142167.53
1859,119580.12
1860,138437.05
1861,119653.7
1862,269013.75
1863,243131.02
1864,243131.02
1865,305047.72
1866,307663.44
1867,261758.28
1868,346069.38
1869,218404.39
1870,238114.39
1871,255448.5
1872,164462.2
1873,223890.31
1874,128369.94
1875,218531.7
1876,203734.14
1877,219469.25
1878,200952.14
1879,142701.89
1880,137943.38
1881,239605.56
1882,276889.84
1883,194189.9
1884,207982.0
1885,269579.0
1886,322467.53
1887,208477.06
1888,304713.3
1889,151837.73
1890,130812.58
1891,142083.08
1892,97994.555
1893,133945.75
1894,130948.62
1895,143157.7
1896,124708.95
1897,127065.46
1898,93250.22
1899,149709.42
1900,148695.45
1901,161467.44
1902,148014.92
1903,222797.86
1904,144348.92
1905,199162.92
1906,84387.45
1907,208287.27
1908,105728.24
1909,134903.11
1910,122646.445
1911,199998.11
1912,359355.53
1913,133686.3
1914,69004.82
1915,290006.78
1916,60926.86
1917,294498.44
1918,143555.14
1919,157980.4
1920,161760.6
1921,434559.47
1922,344797.78
1923,213456.78
1924,196671.3
1925,203857.55
1926,409313.8
1927,148531.2
1928,154410.89
1929,119960.26
1930,144732.4
1931,129762.4
1932,144549.5
1933,191709.47
1934,179021.22
1935,175099.17
1936,189858.73
1937,190860.1
1938,164991.61
1939,244309.9
1940,174678.86
1941,174040.17
1942,178438.97
1943,194183.06
1944,333953.4
1945,445292.2
1946,135665.86
1947,274884.94
1948,178666.8
1949,233577.23
1950,179290.67
1951,256904.56
1952,209207.6
1953,167971.0
1954,177090.38
1955,135307.69
1956,353251.56
1957,147950.58
1958,331883.03
1959,147039.1
1960,116012.5
1961,109842.73
1962,93883.95
1963,105633.51
1964,114489.805
1965,154831.89
1966,143720.62
1967,272744.72
1968,460768.6
1969,438284.84
1970,470425.44
1971,454101.22
1972,346935.8
1973,270393.66
1974,336137.28
1975,261970.55
1976,289469.1
1977,373752.9
1978,380667.25
1979,345586.2
1980,192262.03
1981,361756.3
1982,229942.12
1983,206677.98
1984,172907.42
1985,240311.73
1986,227158.78
1987,184054.6
1988,174625.39
1989,188069.61
1990,221046.52
1991,252651.17
1992,215545.8
1993,167139.6
1994,209575.66
1995,187605.28
1996,272057.88
1997,300863.9
1998,381805.56
1999,272248.62
2000,303888.56
2001,228038.3
2002,228254.34
2003,257280.19
2004,238245.94
2005,235695.61
2006,243602.17
2007,239310.95
2008,240062.77
2009,179427.84
2010,195898.95
2011,153142.78
2012,175691.3
2013,184633.36
2014,170972.7
2015,205373.56
2016,181249.67
2017,198501.14
2018,115681.73
2019,133682.72
2020,112284.89
2021,115206.66
2022,196368.05
2023,154863.92
2024,216686.97
2025,326811.78
2026,160101.53
2027,148435.17
2028,143310.16
2029,169104.12
2030,262513.78
2031,243515.31
2032,270463.56
2033,266428.4
2034,158212.3
2035,225758.02
2036,182689.7
2037,189503.08
2038,227920.89
2039,231324.94
2040,396085.06
2041,280837.72
2042,203258.88
2043,178928.39
2044,125878.16
2045,218594.64
2046,143540.08
2047,153107.45
2048,133054.9
2049,136201.0
2050,206092.84
2051,109596.2
2052,141113.9
2053,158053.8
2054,74797.086
2055,164216.92
2056,141940.6
2057,131399.97
2058,232089.53
2059,134028.03
2060,188064.78
2061,181631.2
2062,142999.84
2063,115518.234
2064,138005.1
2065,101651.3
2066,184006.7
2067,113594.62
2068,142476.42
2069,86360.47
2070,116078.13
2071,93214.66
2072,124900.46
2073,144596.78
2074,191877.39
2075,142488.8
2076,129724.414
2077,150941.03
2078,128960.63
2079,126869.3
2080,113010.03
2081,130926.65
2082,134302.23
2083,154446.67
2084,109800.93
2085,132723.02
2086,119012.42
2087,121364.94
2088,104275.37
2089,78799.21
2090,132815.06
2091,116989.1
2092,123409.19
2093,122835.02
2094,124704.44
2095,140503.98
2096,83791.375
2097,110192.21
2098,145976.66
2099,53604.18
2100,88048.08
2101,104980.53
2102,137309.83
2103,102619.47
2104,131207.39
2105,133296.98
2106,88918.664
2107,203995.83
2108,116150.445
2109,111865.17
2110,122659.9
2111,159245.88
2112,140177.14
2113,123236.31
2114,99087.67
2115,154855.66
2116,122138.7
2117,130309.92
2118,117964.47
2119,101481.49
2120,121214.57
2121,115234.56
2122,98356.14
2123,86849.42
2124,150588.05
2125,131807.38
2126,153101.45
2127,168051.6
2128,134270.1
2129,101211.55
2130,141546.56
2131,141374.55
2132,117567.234
2133,122001.336
2134,105158.77
2135,104788.67
2136,85908.76
2137,124098.67
2138,127068.72
2139,147787.27
2140,116749.695
2141,148293.42
2142,131905.33
2143,135365.77
2144,119249.87
2145,137042.81
2146,158204.3
2147,116597.26
2148,122546.0
2149,135955.2
2150,263951.47
2151,112394.06
2152,168568.92
2153,158828.94
2154,114399.54
2155,128356.47
2156,267379.1
2157,231607.27
2158,232385.86
2159,200592.39
2160,164574.55
2161,243056.14
2162,415525.28
2163,347648.25
2164,258962.72
2165,166161.38
2166,122288.23
2167,231578.8
2168,215597.58
2169,204438.72
2170,221330.89
2171,152689.69
2172,134430.36
2173,155811.6
2174,226560.78
2175,296975.28
2176,343194.88
2177,252569.0
2178,212501.34
2179,146855.08
2180,223472.19
2181,171295.52
2182,236406.3
2183,184804.39
2184,131435.2
2185,133778.12
2186,150528.75
2187,145687.38
2188,155663.66
2189,178884.02
2190,81800.09
2191,82530.71
2192,88092.51
2193,115980.414
2194,115362.88
2195,100054.53
2196,91805.305
2197,112982.67
2198,178120.69
2199,168112.66
2200,129159.91
2201,133674.44
2202,198270.14
2203,119541.805
2204,185498.86
2205,120024.234
2206,159186.81
2207,226832.98
2208,286254.97
2209,188687.98
2210,120489.05
2211,114668.35
2212,114904.586
2213,109482.336
2214,137769.56
2215,116771.625
2216,168256.86
2217,74790.516
2218,60305.25
2219,67089.305
2220,53876.426
2221,290938.12
2222,237402.89
2223,270592.3
2224,194355.55
2225,131549.44
2226,190974.8
2227,213524.19
2228,278250.44
2229,265510.44
2230,179118.22
2231,203086.81
2232,179297.0
2233,169141.23
2234,221532.12
2235,223862.33
2236,277723.66
2237,365974.16
2238,212704.7
2239,134893.47
2240,165148.42
2241,164401.2
2242,122806.8
2243,125520.67
2244,98031.195
2245,105913.53
2246,154780.06
2247,113103.414
2248,131959.69
2249,126381.31
2250,145205.08
2251,112427.305
2252,164044.9
2253,144930.47
2254,166061.58
2255,198884.48
2256,182543.22
2257,199246.52
2258,167986.84
2259,174593.25
2260,164979.81
2261,183315.36
2262,212267.0
2263,350802.84
2264,391243.6
2265,163258.64
2266,272784.8
2267,352780.25
2268,398256.94
2269,141480.56
2270,190332.98
2271,243880.4
2272,189637.05
2273,163517.28
2274,185856.03
2275,171967.11
2276,218204.73
2277,199831.11
2278,159123.97
2279,133586.39
2280,116674.34
2281,172782.47
2282,179408.88
2283,97351.37
2284,106905.59
2285,155268.38
2286,122426.17
2287,359628.78
2288,257580.45
2289,387885.1
2290,481292.44
2291,335707.4
2292,468668.75
2293,502617.34
2294,476089.16
2295,442038.44
2296,265922.0
2297,282179.53
2298,293109.8
2299,437483.9
2300,334026.0
2301,266697.34
2302,247547.86
2303,240443.56
2304,260882.55
2305,182148.47
2306,181913.06
2307,184930.28
2308,209917.1
2309,258420.22
2310,206790.17
2311,186202.14
2312,163461.94
2313,167585.55
2314,183707.2
2315,172077.84
2316,169119.3
2317,177015.73
2318,170005.78
2319,178170.48
2320,194973.92
2321,246959.77
2322,164985.8
2323,192981.97
2324,161552.61
2325,200554.31
2326,152418.78
2327,216011.69
2328,238702.61
2329,184980.39
2330,180567.14
2331,368093.6
2332,402058.97
2333,310221.7
2334,264625.7
2335,264365.62
2336,334947.56
2337,198661.75
2338,270868.28
2339,220109.6
2340,389238.38
2341,198296.23
2342,235155.62
2343,223724.27
2344,212180.38
2345,257535.75
2346,234464.6
2347,221541.62
2348,246487.77
2349,171814.64
2350,267330.66
2351,252373.25
2352,248800.61
2353,234797.33
2354,134001.31
2355,151331.06
2356,152666.69
2357,205239.08
2358,185313.56
2359,131784.0
2360,115552.164
2361,145430.28
2362,278160.78
2363,149204.7
2364,160307.62
2365,214389.52
2366,186376.95
2367,201993.34
2368,206881.12
2369,223028.72
2370,172903.47
2371,160303.03
2372,186693.08
2373,268181.72
2374,309607.5
2375,283927.66
2376,304274.84
2377,433291.06
2378,138631.92
2379,198986.0
2380,142856.17
2381,161747.0
2382,220250.89
2383,202429.75
2384,229853.33
2385,146249.5
2386,144316.98
2387,135150.62
2388,93490.2
2389,124665.914
2390,155645.55
2391,146983.0
2392,119965.64
2393,174463.1
2394,155107.66
2395,202027.64
2396,152453.97
2397,214180.06
2398,133330.95
2399,55604.406
2400,53213.105
2401,124884.14
2402,138639.33
2403,137714.53
2404,154062.58
2405,140816.14
2406,137356.7
2407,118288.805
2408,146769.81
2409,131675.7
2410,157277.62
2411,116985.75
2412,159879.52
2413,132001.84
2414,132638.36
2415,142687.08
2416,128379.84
2417,118073.64
2418,124497.32
2419,139823.88
2420,126562.71
2421,158754.58
2422,109876.78
2423,115748.38
2424,154853.16
2425,179025.67
2426,111497.72
2427,138908.52
2428,169440.89
2429,118292.75
2430,129940.84
2431,107302.11
2432,149108.67
2433,142479.02
2434,136965.2
2435,139244.89
2436,104506.24
2437,120238.92
2438,123056.51
2439,121633.055
2440,123791.82
2441,96563.75
2442,104564.97
2443,115646.32
2444,122537.484
2445,82421.45
2446,119721.164
2447,181871.45
2448,134657.1
2449,108639.555
2450,144765.67
2451,129840.63
2452,208800.0
2453,87717.1
2454,129123.45
2455,117750.46
2456,136211.9
2457,124343.17
2458,114227.62
2459,101473.46
2460,118400.87
2461,98959.15
2462,135087.86
2463,126614.625
2464,173480.06
2465,130816.45
2466,120524.89
2467,125145.13
2468,82095.586
2469,87380.96
2470,159242.69
2471,201613.05
2472,183101.5
2473,121282.67
2474,100673.8
2475,231828.92
2476,123520.34
2477,116818.08
2478,162934.16
2479,95068.57
2480,147113.7
2481,133696.62
2482,131382.69
2483,117820.445
2484,126821.76
2485,119420.01
2486,157043.95
2487,172228.56
2488,172703.56
2489,140946.72
2490,159699.55
2491,90932.38
2492,187545.72
2493,149764.25
2494,159498.03
2495,85157.26
2496,245760.86
2497,144819.11
2498,120047.81
2499,95617.85
2500,136749.47
2501,132293.72
2502,162452.72
2503,93897.12
2504,165781.81
2505,221485.66
2506,245336.06
2507,301556.2
2508,247234.31
2509,213286.66
2510,221693.39
2511,181215.97
2512,222943.86
2513,210265.52
2514,269095.06
2515,149407.19
2516,161236.17
2517,144855.86
2518,153601.62
2519,218098.83
2520,216273.67
2521,191534.39
2522,210715.19
2523,106906.62
2524,142860.12
2525,148051.5
2526,137513.73
2527,116167.61
2528,129205.24
2529,139752.02
2530,117026.82
2531,267807.56
2532,219346.83
2533,196081.19
2534,235283.97
2535,317346.47
2536,247870.06
2537,225049.5
2538,189063.36
2539,187093.92
2540,176156.86
2541,184964.31
2542,170210.83
2543,133346.44
2544,115378.62
2545,137881.83
2546,136478.47
2547,133548.55
2548,167163.03
2549,150434.45
2550,198781.16
2551,140397.23
2552,125845.266
2553,70833.95
2554,106891.52
2555,107973.86
2556,101178.734
2557,108790.09
2558,146665.7
2559,145171.03
2560,131305.39
2561,132609.02
2562,122423.13
2563,148704.23
2564,190090.81
2565,132758.7
2566,160514.31
2567,139166.81
2568,205732.89
2569,224637.81
2570,121143.49
2571,168719.47
2572,166362.75
2573,216801.28
2574,258780.25
2575,135788.17
2576,135987.36
2577,151560.84
2578,84365.0
2579,91364.5
2580,137666.86
2581,56760.727
2582,100440.1
2583,255755.16
2584,159681.28
2585,181711.77
2586,198130.84
2587,198616.48
2588,154347.0
2589,146368.1
2590,216219.4
2591,177528.48
2592,208115.92
2593,266785.62
2594,168522.95
2595,187657.36
2596,338429.12
2597,191015.06
2598,210150.86
2599,326204.88
2600,126055.83
2601,140514.7
2602,82515.836
2603,98248.23
2604,80000.81
2605,97419.54
2606,144312.17
2607,182139.44
2608,193761.66
2609,185640.25
2610,116391.5
2611,116385.62
2612,147336.1
2613,135069.95
2614,133865.94
2615,161575.58
2616,138233.75
2617,181735.69
2618,178476.4
2619,197386.44
2620,184942.28
2621,181971.03
2622,182579.78
2623,268809.1
2624,273982.03
2625,306742.6
2626,159283.1
2627,176936.75
2628,393625.72
2629,459845.47
2630,322964.28
2631,427623.6
2632,392381.03
2633,298149.28
2634,389283.3
2635,156877.97
2636,189023.16
2637,171278.05
2638,270620.4
2639,183407.88
2640,143931.17
2641,99412.24
2642,198347.52
2643,98920.08
2644,128276.31
2645,95171.53
2646,91565.2
2647,98085.81
2648,133196.34
2649,141233.88
2650,147796.16
2651,152173.77
2652,449543.28
2653,282086.4
2654,251755.22
2655,418527.2
2656,316839.03
2657,336184.12
2658,308280.2
2659,284692.78
2660,329101.22
2661,348889.44
2662,368583.97
2663,293415.78
2664,257557.62
2665,279181.8
2666,268033.2
2667,151493.36
2668,186836.27
2669,179738.02
2670,291986.56
2671,188722.16
2672,195267.19
2673,205008.61
2674,208053.61
2675,177386.33
2676,188735.11
2677,184304.19
2678,255205.23
2679,265935.66
2680,297931.0
2681,376509.44
2682,370363.34
2683,454600.34
2684,304142.84
2685,353178.8
2686,255924.22
2687,346179.62
2688,226831.05
2689,198423.36
2690,447184.28
2691,185421.22
2692,129431.164
2693,204140.42
2694,157432.05
2695,197961.61
2696,192493.0
2697,185308.44
2698,168514.27
2699,164835.28
2700,155573.88
2701,145844.19
2702,122094.79
2703,142084.97
2704,150351.84
2705,121870.38
2706,125733.22
2707,129149.19
2708,145358.05
2709,116466.12
2710,127539.664
2711,291215.16
2712,407463.03
2713,166357.2
2714,147636.83
2715,162778.7
2716,139204.66
2717,186971.77
2718,231915.83
2719,133847.42
2720,159068.9
2721,139431.84
2722,180212.42
2723,140650.92
2724,134720.67
2725,136634.48
2726,144619.81
2727,192170.2
2728,159589.62
2729,159304.97
2730,143745.44
2731,125551.08
2732,117902.73
2733,154240.02
2734,135132.58
2735,136964.56
2736,120418.97
2737,116676.34
2738,143321.5
2739,173609.0
2740,137112.5
2741,150046.45
2742,156363.69
2743,147775.44
2744,171983.17
2745,142236.14
2746,146008.95
2747,133268.89
2748,129230.01
2749,128192.54
2750,144245.98
2751,131764.39
2752,171684.11
2753,138721.06
2754,249376.17
2755,127091.984
2756,96133.73
2757,51137.13
2758,88531.8
2759,158654.1
2760,135683.33
2761,139574.47
2762,157657.88
2763,187855.77
2764,145972.47
2765,313097.25
2766,140925.75
2767,91886.59
2768,133520.27
2769,142370.9
2770,152409.62
2771,113307.78
2772,125619.0
2773,138494.77
2774,144427.95
2775,129334.32
2776,144798.66
2777,166967.69
2778,103981.33
2779,106608.61
2780,116706.73
2781,106404.75
2782,99632.14
2783,108465.54
2784,115682.49
2785,141480.03
2786,72981.055
2787,126239.76
2788,86854.73
2789,180439.77
2790,81974.4
2791,119515.15
2792,48943.824
2793,163467.39
2794,109019.32
2795,123702.71
2796,110024.94
2797,168294.56
2798,115013.46
2799,115151.52
2800,77876.79
2801,110321.234
2802,148817.89
2803,130397.06
2804,135942.36
2805,95910.64
2806,80101.2
2807,163140.02
2808,143056.05
2809,133447.6
2810,138787.75
2811,158784.42
2812,144177.9
2813,174855.19
2814,181867.98
2815,90056.6
2816,276624.56
2817,152999.58
2818,122299.42
2819,182047.58
2820,139597.89
2821,93197.06
2822,188398.47
2823,252223.83
2824,197143.95
2825,166729.66
2826,128183.61
2827,137057.98
2828,195147.48
2829,179391.25
2830,256158.17
2831,181530.94
2832,239248.88
2833,280271.28
2834,220032.34
2835,213231.75
2836,190575.27
2837,154595.08
2838,163194.97
2839,182174.88
2840,205474.66
2841,217682.42
2842,230434.73
2843,145213.25
2844,152678.77
2845,127277.45
2846,219348.92
2847,197599.28
2848,203728.69
2849,217937.48
2850,278510.34
2851,220556.11
2852,235687.73
2853,240246.67
2854,145783.69
2855,193358.12
2856,192470.25
2857,192585.19
2858,179968.36
2859,130895.56
2860,124878.305
2861,128866.83
2862,187611.38
2863,126237.48
2864,258988.66
2865,137065.17
2866,130484.39
2867,95162.45
2868,86966.04
2869,130175.516
2870,131860.56
2871,110140.414
2872,49384.793
2873,87711.92
2874,142458.38
2875,115924.36
2876,168826.83
2877,144658.72
2878,162488.34
2879,146198.72
2880,114487.07
2881,141901.36
2882,179646.83
2883,205598.36
2884,219212.16
2885,192234.34
2886,239879.45
2887,100154.11
2888,134212.48
2889,61401.664
2890,83969.28
2891,133642.31
2892,62071.67
2893,65296.19
2894,53495.3
2895,292149.25
2896,272682.06
2897,205226.14
2898,151564.45
2899,220416.69
2900,153270.78
2901,212559.31
2902,155237.89
2903,372546.22
2904,347274.12
2905,96339.12
2906,217184.12
2907,117972.57
2908,137294.89
2909,167938.16
2910,85255.66
2911,80408.49
2912,167667.06
2913,88253.37
2914,82488.69
2915,83033.914
2916,81159.03
2917,159013.25
2918,126292.75
2919,200490.44
